review_id,product_id,product_name,category,rating,review_title,review_text,review_date,verified_purchase,helpful_votes,review_text_clean,review_length,sentiment_score,sentiment_label
R106078,P1074,Classic Sneakers,Shoes,1,Would not recommend,"Broke after a few days of use. worse than expected, very frustrating. does not work as advertised.",2023-03-15,No,0,broke after a few days of use worse than expected very frustrating does not work as advertised,17,-0.882,Negative
R106079,P1094,Compact Air Purifier,Health & Household,4,Excellent product,Absolutely love this product.,2025-10-06,No,0,absolutely love this product,4,1.0,Positive
R106080,P1037,Deluxe Electric Razor,Beauty & Personal Care,4,Highly recommend,Customer service was excellent. amazing quality for the price.,2024-12-06,Yes,2,customer service was excellent amazing quality for the price,9,1.0,Positive
R106081,P1110,Deluxe Dog Leash,Pet Supplies,5,Very satisfied,Highly recommend this to everyone. works perfectly and exceeded my expectations.,2025-12-25,Yes,0,highly recommend this to everyone works perfectly and exceeded my expectations,11,1.0,Positive
R106082,P1053,Ultra Puzzle Set,Toys & Games,4,Highly recommend,Great value for the price. amazing quality for the price. exactly as described and works great.,2024-10-15,Yes,2,great value for the price amazing quality for the price exactly as described and works great,16,1.0,Positive
R106083,P1056,Compact Board Game,Toys & Games,5,Excellent product,Best purchase i've made this year. works perfectly and exceeded my expectations. customer service was excellent.,2023-12-13,Yes,4,best purchase i've made this year works perfectly and exceeded my expectations customer service was excellent,16,1.0,Positive
R106084,P1130,Deluxe Baby Monitor,Baby Products,5,Highly recommend,Excellent build quality. exactly as described and works great. best purchase i've made this year.,2023-12-07,Yes,1,excellent build quality exactly as described and works great best purchase i've made this year,15,1.0,Positive
R106085,P1117,Essential Chew Toys,Pet Supplies,4,Great purchase!,Best purchase i've made this year. exactly as described and works great. very happy with this purchase.,2025-09-06,No,6,best purchase i've made this year exactly as described and works great very happy with this purchase,17,0.882,Positive
R106086,P1188,Essential Tape Measure,Tools & Home Improvement,1,Would not recommend,Stopped working within a week.,2024-04-20,Yes,13,stopped working within a week,5,-1.0,Negative
R106087,P1116,Classic Chew Toys,Pet Supplies,5,Excellent product,Excellent build quality. works perfectly and exceeded my expectations. very happy with this purchase.,2025-01-22,Yes,3,excellent build quality works perfectly and exceeded my expectations very happy with this purchase,14,1.0,Positive
R106088,P1018,Prime Notebook Set,Books,1,Not worth it,Started malfunctioning almost immediately.,2024-01-19,Yes,2,started malfunctioning almost immediately,4,-1.0,Negative
R106089,P1166,Prime Projector Screen,Movies & TV,4,Highly recommend,Fast shipping and well packaged.,2024-10-01,Yes,0,fast shipping and well packaged,5,1.0,Positive
R106090,P1184,Lite LED Light Bulbs,Tools & Home Improvement,4,Great purchase!,Fast shipping and well packaged.,2025-08-19,No,6,fast shipping and well packaged,5,1.0,Positive
R106091,P1167,Classic Projector Screen,Movies & TV,5,Very satisfied,Amazing quality for the price.,2025-02-06,Yes,1,amazing quality for the price,5,1.0,Positive
R106092,P1142,Elite Patio Umbrella,Garden & Outdoor,2,Broke quickly,"Worse than expected, very frustrating. flimsy material and poor stitching. stopped working within a week.",2024-08-01,Yes,3,worse than expected very frustrating flimsy material and poor stitching stopped working within a week,15,-1.0,Negative
R106093,P1156,Essential Guitar Strings,Musical Instruments,5,Exceeded expectations,Customer service was excellent. exactly as described and works great. excellent build quality.,2025-07-23,Yes,2,customer service was excellent exactly as described and works great excellent build quality,13,1.0,Positive
R106094,P1106,Deluxe Jump Starter,Automotive,4,Great purchase!,Exactly as described and works great. great value for the price. customer service was excellent.,2024-05-01,Yes,1,exactly as described and works great great value for the price customer service was excellent,15,1.0,Positive
R106095,P1002,Pro Bluetooth Speaker,Electronics,5,Exceeded expectations,Impressive performance overall. durable and works as expected.,2023-05-30,Yes,0,impressive performance overall durable and works as expected,8,1.0,Positive
R106096,P1065,Essential Jeans,Clothing,5,Exceeded expectations,Highly recommend this to everyone. super comfortable and stylish. fast shipping and well packaged.,2023-12-17,Yes,2,highly recommend this to everyone super comfortable and stylish fast shipping and well packaged,14,1.0,Positive
R106097,P1094,Compact Air Purifier,Health & Household,4,Highly recommend,Fast shipping and well packaged. impressive performance overall. works perfectly and exceeded my expectations.,2024-01-22,Yes,1,fast shipping and well packaged impressive performance overall works perfectly and exceeded my expectations,14,1.0,Positive
R106098,P1190,Pro Silver Necklace,Jewelry,5,Exceeded expectations,Durable and works as expected. works perfectly and exceeded my expectations.,2024-08-25,Yes,0,durable and works as expected works perfectly and exceeded my expectations,11,1.0,Positive
R106099,P1105,Ultra Seat Covers,Automotive,4,Exceeded expectations,Best purchase i've made this year.,2023-08-13,No,3,best purchase i've made this year,6,0.833,Positive
R106100,P1180,Prime Drill Set,Tools & Home Improvement,4,Excellent product,Absolutely love this product.,2025-04-21,Yes,4,absolutely love this product,4,1.0,Positive
R106101,P1087,Prime Snack Pack,Grocery & Gourmet Food,3,Mixed feelings,Decent product overall.,2024-04-14,Yes,4,decent product overall,3,0.0,Neutral
R106102,P1091,Lite Vitamin Supplements,Health & Household,2,Very disappointed,Not as described in the listing. broke after a few days of use. cheaply made and feels fragile.,2024-05-30,Yes,0,not as described in the listing broke after a few days of use cheaply made and feels fragile,18,-0.833,Negative
R106103,P1060,Deluxe T-Shirt,Clothing,5,Highly recommend,Impressive performance overall. great value for the price.,2024-04-30,Yes,2,impressive performance overall great value for the price,8,1.0,Positive
R106104,P1107,Elite Jump Starter,Automotive,4,Very satisfied,Amazing quality for the price. easy to use and set up. very happy with this purchase.,2023-03-22,No,0,amazing quality for the price easy to use and set up very happy with this purchase,16,1.0,Positive
R106105,P1050,Prime Building Blocks,Toys & Games,5,Excellent product,,2023-08-18,Yes,2,,0,0.0,Neutral
R106106,P1020,Pro Blender,Home & Kitchen,5,Excellent product,Works perfectly and exceeded my expectations. customer service was excellent.,2024-04-16,Yes,12,works perfectly and exceeded my expectations customer service was excellent,10,1.0,Positive
R106107,P1078,Compact Slippers,Shoes,5,Exceeded expectations,Amazing quality for the price. super comfortable and stylish. best purchase i've made this year.,2023-10-12,No,1,amazing quality for the price super comfortable and stylish best purchase i've made this year,15,1.0,Positive
R106108,P1030,Essential Face Serum,Beauty & Personal Care,4,Highly recommend,Impressive performance overall.,2025-06-22,Yes,3,impressive performance overall,3,1.0,Positive
R106109,P1148,Prime Solar Lights,Garden & Outdoor,2,Not worth it,Does not work as advertised. flimsy material and poor stitching.,2024-03-21,Yes,1,does not work as advertised flimsy material and poor stitching,10,-1.0,Negative
R106110,P1078,Compact Slippers,Shoes,2,Very disappointed,"Regret buying this product. does not work as advertised. worse than expected, very frustrating.",2023-02-03,No,0,regret buying this product does not work as advertised worse than expected very frustrating,14,-1.0,Negative
R106111,P1128,Plus Sticky Notes,Office Products,3,It's okay,Works fine but nothing extraordinary. decent product overall.,2025-06-03,Yes,1,works fine but nothing extraordinary decent product overall,8,0.0,Neutral
R106112,P1085,Compact Green Tea,Grocery & Gourmet Food,5,Great purchase!,Impressive performance overall. highly recommend this to everyone. best purchase i've made this year.,2023-02-24,Yes,1,impressive performance overall highly recommend this to everyone best purchase i've made this year,14,1.0,Positive
R106113,P1136,Ultra Pacifier Set,Baby Products,4,Great purchase!,Very happy with this purchase.,2024-05-13,Yes,0,very happy with this purchase,5,1.0,Positive
R106114,P1076,Max Boots,Shoes,5,Great purchase!,Fast shipping and well packaged. super comfortable and stylish. works perfectly and exceeded my expectations.,2023-04-02,Yes,0,fast shipping and well packaged super comfortable and stylish works perfectly and exceeded my expectations,15,1.0,Positive
R106115,P1128,Plus Sticky Notes,Office Products,5,Great purchase!,Highly recommend this to everyone.,2024-06-01,Yes,11,highly recommend this to everyone,5,1.0,Positive
R106116,P1022,Deluxe Air Fryer,Home & Kitchen,2,Broke quickly,Broke after a few days of use. very disappointed with this purchase.,2024-06-20,No,0,broke after a few days of use very disappointed with this purchase,12,-0.833,Negative
R106117,P1016,Deluxe Biography,Books,4,Very satisfied,Best purchase i've made this year. very happy with this purchase.,2025-12-27,Yes,10,best purchase i've made this year very happy with this purchase,11,0.909,Positive
R106118,P1161,Plus Blu-ray Set,Movies & TV,5,Great purchase!,Great value for the price.,2024-07-30,Yes,6,great value for the price,5,1.0,Positive
R106119,P1146,Elite Lawn Chair,Garden & Outdoor,4,Great purchase!,Easy to use and set up. impressive performance overall.,2024-03-05,Yes,14,easy to use and set up impressive performance overall,9,1.0,Positive
R106120,P1005,Smart Smart Watch,Electronics,2,Poor quality,Does not work as advertised. terrible experience overall.,2025-10-11,Yes,0,does not work as advertised terrible experience overall,8,-0.625,Negative
R106121,P1185,Pro LED Light Bulbs,Tools & Home Improvement,5,Exceeded expectations,Highly recommend this to everyone.,2023-09-23,Yes,7,highly recommend this to everyone,5,1.0,Positive
R106122,P1105,Ultra Seat Covers,Automotive,2,Very disappointed,Poor quality and not worth the money. regret buying this product.,2023-02-12,Yes,0,poor quality and not worth the money regret buying this product,11,-0.909,Negative
R106123,P1101,Pro Car Vacuum,Automotive,1,Very disappointed,Poor quality and not worth the money.,2024-08-21,Yes,0,poor quality and not worth the money,7,-0.714,Negative
R106124,P1031,Pro Face Serum,Beauty & Personal Care,3,Does the job,Some pros and some cons.,2024-11-14,No,10,some pros and some cons,5,0.0,Neutral
R106125,P1116,Classic Chew Toys,Pet Supplies,5,Very satisfied,Highly recommend this to everyone. great value for the price. absolutely love this product.,2023-10-28,Yes,4,highly recommend this to everyone great value for the price absolutely love this product,14,1.0,Positive
R106126,P1032,Classic Hair Dryer,Beauty & Personal Care,5,Very satisfied,Excellent build quality. durable and works as expected. fast shipping and well packaged.,2025-08-08,Yes,2,excellent build quality durable and works as expected fast shipping and well packaged,13,1.0,Positive
R106127,P1021,Prime Blender,Home & Kitchen,5,Great purchase!,Exactly as described and works great. customer service was excellent.,2025-12-06,Yes,2,exactly as described and works great customer service was excellent,10,1.0,Positive
R106128,P1153,Ultra Keyboard,Musical Instruments,4,Excellent product,Durable and works as expected. very happy with this purchase. amazing quality for the price.,2025-07-18,Yes,2,durable and works as expected very happy with this purchase amazing quality for the price,15,1.0,Positive
R106129,P1121,Prime Desk Organizer,Office Products,5,Highly recommend,Amazing quality for the price. fast shipping and well packaged. works perfectly and exceeded my expectations.,2025-10-21,Yes,5,amazing quality for the price fast shipping and well packaged works perfectly and exceeded my expectations,16,1.0,Positive
R106130,P1168,Prime Remote Control,Movies & TV,5,Highly recommend,Great value for the price.,2023-06-22,Yes,1,great value for the price,5,1.0,Positive
R106131,P1146,Elite Lawn Chair,Garden & Outdoor,5,Very satisfied,Durable and works as expected.,2023-11-26,Yes,0,durable and works as expected,5,1.0,Positive
